ORDEN;bbdd_query;query;Procedimiento;bbdd_tabla;ORIGEN;DESTINO
1;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_RESUMEN_CLIENTES;1;SGV1864;SGV1864.ANALYTICSDM.DBO.BASE_ASEGURADOS_SURA;#BASE_RESUMEN_CLIENTES_1
2;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_RESUMEN_CLIENTES;1;SGV1864;SGV1864.ANALYTICSABASTECIMIENTO.DBO.BASE_PERSONAS;#BASE_RESUMEN_CLIENTES_1
3;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_RESUMEN_CLIENTES;1;SGV1864;SGV1864.ANALYTICSABASTECIMIENTO.DBO.SEGMENTACION_MULTI;#BASE_RESUMEN_CLIENTES_1
4;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_RESUMEN_CLIENTES;2;;#BASE_RESUMEN_CLIENTES_1;#BASE_RESUMEN_CLIENTES_2
5;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_RESUMEN_CLIENTES;3;;#BASE_RESUMEN_CLIENTES_2;TRANSACCIONAL.DBO.BASE_RESUMEN_CLIENTES
6;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_RESUMEN_CLIENTES;3;;#BASE_RESUMEN_CLIENTES_1;TRANSACCIONAL.DBO.BASE_RESUMEN_CLIENTES
7;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_RESUMEN_CLIENTES;4;TRANSACCIONAL;TRANSACCIONAL.DBO.BASE_RESUMEN_CLIENTES;TRANSACCIONAL.DBO.BASE_RESUMEN_CLIENTES
8;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_RESUMEN_CLIENTES;4;SGV1864;SGV1864.ANALYTICSABASTECIMIENTO.DBO.DIM_CONTACTOS_UNICO_CLIENTE;TRANSACCIONAL.DBO.BASE_RESUMEN_CLIENTES
9;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_ANTIGUEDAD_EMPRESAS;1;SGV1864;SGV1864.ANALYTICSABASTECIMIENTO.DBO.PANEL_EMPRESAS;TRANSACCIONAL.DBO.BASE_ANTIGUEDAD_EMPRESAS
10;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_ANTIGUEDAD_EMPRESAS;2;TRANSACCIONAL;TRANSACCIONAL.DBO.BASE_ANTIGUEDAD_EMPRESAS;TRANSACCIONAL.DBO.LISTA_BLANCA_RUT_EMPRESAS
11;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;1;SOL;SOL.S1031EBB.RSASOLDB2.EMPPER;TRANSACCIONAL.DBO.MI_PERS_MOTOR
12;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;2;SOL;SOL.S1031EBB.RSASOLDB2.PCAPSUVT;TRANSACCIONAL.DBO.MI_PERS_MOTOR
13;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;2;SOL;SOL.S1031EBB.RSASOLDB2.SUACSITE;TRANSACCIONAL.DBO.MI_PERS_MOTOR
14;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;2;SOL;SOL.S1031EBB.RSASOLDB2.SUACSPOL;TRANSACCIONAL.DBO.MI_PERS_MOTOR
15;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;2;SOL;SOL.S1031EBB.RSASOLDB2.PDACSRCC;TRANSACCIONAL.DBO.MI_PERS_MOTOR
16;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;2;SOL;SOL.S1031EBB.RSASOLDB2.TBACSMAE;TRANSACCIONAL.DBO.MI_PERS_MOTOR
17;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;2;SOL;SOL.S1031EBB.RSASOLDB2.TBACSTGE;TRANSACCIONAL.DBO.MI_PERS_MOTOR
18;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;2;SOL;SOL.S1031EBB.RSASOLDB2.PDACSPPT;TRANSACCIONAL.DBO.MI_PERS_MOTOR
19;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;2;SOL;SOL.S1031EBB.RSASOLDB2.TSACSVCA;TRANSACCIONAL.DBO.MI_PERS_MOTOR
20;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;2;SOL;SOL.S1031EBB.RSASOLDB2.SUACSCOB;TRANSACCIONAL.DBO.MI_PERS_MOTOR
21;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;3;SOL;SOL.S1031EBB.RSASOLDB2.EMPPER;TRANSACCIONAL.DBO.MI_COMM_MOTOR
22;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;3;SOL;SOL.S1031EBB.RSASOLDB2.PCAPSUVT;TRANSACCIONAL.DBO.MI_COMM_MOTOR
23;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;3;SOL;SOL.S1031EBB.RSASOLDB2.SUACSITE;TRANSACCIONAL.DBO.MI_COMM_MOTOR
24;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;3;SOL;SOL.S1031EBB.RSASOLDB2.SUACSPOL;TRANSACCIONAL.DBO.MI_COMM_MOTOR
25;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;3;SOL;SOL.S1031EBB.RSASOLDB2.PDACSRCC;TRANSACCIONAL.DBO.MI_COMM_MOTOR
26;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;3;SOL;SOL.S1031EBB.RSASOLDB2.TBACSMAE;TRANSACCIONAL.DBO.MI_COMM_MOTOR
27;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;3;SOL;SOL.S1031EBB.RSASOLDB2.TBACSTGE;TRANSACCIONAL.DBO.MI_COMM_MOTOR
28;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;3;SOL;SOL.S1031EBB.RSASOLDB2.PDACSPPT;TRANSACCIONAL.DBO.MI_COMM_MOTOR
29;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;3;SOL;SOL.S1031EBB.RSASOLDB2.TSACSVCA;TRANSACCIONAL.DBO.MI_COMM_MOTOR
30;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;3;SOL;SOL.S1031EBB.RSASOLDB2.SUACSCOB;TRANSACCIONAL.DBO.MI_COMM_MOTOR
31;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;4;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PERS_MOTOR;TRANSACCIONAL.DBO.MI_BASE_EMISION
32;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;5;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_COMM_MOTOR;TRANSACCIONAL.DBO.MI_BASE_EMISION
33;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;6;SOL;SOL.S1031EBB.RSASOLDB2.SUACST05;TRANSACCIONAL.DBO.MI_DATOS_MOTOR_PRE
34;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;7;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_DATOS_MOTOR_PRE;TRANSACCIONAL.DBO.MI_DATOS_MOTOR
35;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;8;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
36;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;8;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_DATOS_MOTOR;TRANSACCIONAL.DBO.MI_BASE_EMISION
37;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;9;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
38;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;9;PROCESOS;PROCESOS.DBO.BASE_TIPO_VEH;TRANSACCIONAL.DBO.MI_BASE_EMISION
39;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;10;SOL;SOL.S1031EBB.RSASOLDB2.SUACSMOV;PROCESOS.DBO.BASE_MARCA_MODELO
40;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;10;SOL;SOL.S1031EBB.RSASOLDB2.SUACSMVH;PROCESOS.DBO.BASE_MARCA_MODELO
41;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;11;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
42;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;11;PROCESOS;PROCESOS.DBO.BASE_MARCA_MODELO;TRANSACCIONAL.DBO.MI_BASE_EMISION
43;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;12;;??.??.LEEMPWEBDB.CVACSCCC;PROCESOS.DBO.BASE_FECH_NAC
44;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;12;;??.??.LEEMPWEBDB.CVACSCDT;PROCESOS.DBO.BASE_FECH_NAC
45;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;13;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
46;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;13;PROCESOS;PROCESOS.DBO.BASE_FECH_NAC;TRANSACCIONAL.DBO.MI_BASE_EMISION
47;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;14;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.COMUNA_COMPLETA
48;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;14;SOL;SOL.S1031EBB.RSASOLDB2.TBACSDIR;TRANSACCIONAL.DBO.COMUNA_COMPLETA
49;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;15;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
50;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;15;TRANSACCIONAL;TRANSACCIONAL.DBO.COMUNA_COMPLETA;TRANSACCIONAL.DBO.MI_BASE_EMISION
51;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;16;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
52;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;16;PROCESOS;PROCESOS.DBO.BASE_MAESTRO_COMUNAS_REGIONES_ZONAS;TRANSACCIONAL.DBO.MI_BASE_EMISION
53;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;17;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
54;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;18;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
55;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;18;PROCESOS;PROCESOS.DBO.BASE_COM_CIU_REG;TRANSACCIONAL.DBO.MI_BASE_EMISION
56;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;19;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
57;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;19;PROCESOS;PROCESOS.DBO.BASE_PLANES_COMERCIALES;TRANSACCIONAL.DBO.MI_BASE_EMISION
58;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;20;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
59;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_00;20;PROCESOS;PROCESOS.DBO.BASE_PLANES_TECNICOS;TRANSACCIONAL.DBO.MI_BASE_EMISION
60;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;1;SOL;SOL.S1031EBB.RSASOLDB2.SUACSPOL;TRANSACCIONAL.DBO.MI_TER_VIG_REAL
61;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;1;SOL;SOL.S1031EBB.RSASOLDB2.SUACSITE;TRANSACCIONAL.DBO.MI_TER_VIG_REAL
62;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;2;SOL;SOL.S1031EBB.RSASOLDB2.SUACSPOL;TRANSACCIONAL.DBO.SUACSPOL_TEMP3
63;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;3;SOL;SOL.S1031EBB.RSASOLDB2.SUACSITE;TRANSACCIONAL.DBO.SUACSITE_TEMP3
64;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;4;TRANSACCIONAL;TRANSACCIONAL.DBO.SUACSITE_TEMP3;#TEMP
65;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;4;TRANSACCIONAL;TRANSACCIONAL.DBO.SUACSPOL_TEMP3;#TEMP
66;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;5;;#TEMP;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
67;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;5;TRANSACCIONAL;TRANSACCIONAL.DBO.SUACSPOL_TEMP3;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
68;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;6;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
69;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;7;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
70;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;8;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
71;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;9;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
72;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;10;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
73;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;11;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
74;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;12;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
75;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;13;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
76;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;14;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
77;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;15;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
78;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;16;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
79;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;17;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
80;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;18;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
81;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;19;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
82;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;20;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2
83;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;21;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
84;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;21;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_BASE_EMISION
85;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;22;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
86;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;22;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_BASE_EMISION
87;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;23;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
88;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;23;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;TRANSACCIONAL.DBO.MI_BASE_EMISION
89;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;24;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
90;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;24;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_TER_VIG_REAL;TRANSACCIONAL.DBO.MI_BASE_EMISION
91;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;25;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
92;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;25;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_TER_VIG_REAL;TRANSACCIONAL.DBO.MI_BASE_EMISION
93;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;26;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
94;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;26;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_TER_VIG_REAL;TRANSACCIONAL.DBO.MI_BASE_EMISION
95;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;27;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_POLIZAS_PRORROGADAS_2;#MI_FECHAS_PRORROGA_0
96;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;28;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
97;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;28;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_TER_VIG_REAL;TRANSACCIONAL.DBO.MI_BASE_EMISION
98;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;29;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
99;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;29;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_TER_VIG_REAL;TRANSACCIONAL.DBO.MI_BASE_EMISION
100;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;30;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
101;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;30;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_TER_VIG_REAL;TRANSACCIONAL.DBO.MI_BASE_EMISION
102;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;31;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;TRANSACCIONAL.DBO.MI_BASE_EMISION
103;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;31;;#MI_FECHAS_PRORROGA_0;TRANSACCIONAL.DBO.MI_BASE_EMISION
104;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRANSACCIONAL_MOTOR_01_V2;32;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_EMISION;#CORREDOR
